HoortBijGeoobject.identificatie;GHPR;gebied;Gbdafk;Doel;bronddoel;HandelingsperspectiefWBP;Doel_2022
NL11_OvWa_3110-EAG-2_Nieuwe_K;Overige waterflora-kwaliteit ;3110-EAG-2;Meerland,LndbwZO;0.679055556;handelingsperspectief_score2008-2014;0.07;
OvWa_3110-EAG-3_Nieuwe_K;Overige waterflora-kwaliteit ;3110-EAG-3;NKPHilBvMnt,EAGz;0.576666667;handelingsperspectief_score2008-2014;0.07;
NL11_OvWa_3110-EAG-3_Nieuwe_K;Overige waterflora-kwaliteit ;3110-EAG-3;NKPHilBvMnt,EAGz;0.565814815;handelingsperspectief_score2008-2014;0.07;
OvWa_3110-EAG-4_Nieuwe_K;Overige waterflora-kwaliteit ;3110-EAG-4;NKPHilBvMnt,Aalschlvr;0.3235;handelingsperspectief_score2015-2017;0.07;
NL11_OvWa_3110-EAG-4_Nieuwe_K;Overige waterflora-kwaliteit ;3110-EAG-4;NKPHilBvMnt,Aalschlvr;0.3235;handelingsperspectief_score2015-2017;0.07;
OvWa_3110-EAG-5_Nieuwe_K;Overige waterflora-kwaliteit ;3110-EAG-5;NKPHilBvMnt,EAGz;0.513;handelingsperspectief_score2008-2014;0.07;
NL11_OvWa_3110-EAG-5_Nieuwe_K;Overige waterflora-kwaliteit ;3110-EAG-5;NKPHilBvMnt,EAGz;0.511402597;handelingsperspectief_score2008-2014;0.07;
NL11_Spiegelplas;Fytoplankton-kwaliteit  ;3200-EAG-1;Spiegelplas;0.6;KRW_2016;;
NL11_Spiegelplas;Macrofauna-kwaliteit ;3200-EAG-1;Spiegelplas;0.6;KRW_2016;;
NL11_Spiegelplas;Overige waterflora-kwaliteit ;3200-EAG-1;Spiegelplas;0.550833;KRW_2016;;
NL11_Spiegelplas;Vis-kwaliteit ;3200-EAG-1;Spiegelplas;0.6;KRW_2016;;
OvWa_3200-EAG-2_Spiegelp;Overige waterflora-kwaliteit ;3200-EAG-2;SpiegelP,Spiegelwg;0.6;WGP_NVP-noord;;
NL11_OvWa_3200-EAG-2_Spiegelp;Overige waterflora-kwaliteit ;3200-EAG-2;SpiegelP,Spiegelwg;0.6;WGP_NVP-noord;;
NL11_StichtsAnkeveen;Fytoplankton-kwaliteit  ;3201-EAG-1;SAPN;0.6;KRW_2016;;
NL11_StichtsAnkeveen;Macrofauna-kwaliteit ;3201-EAG-1;SAPN;0.6;KRW_2016;;
NL11_StichtsAnkeveen;Overige waterflora-kwaliteit ;3201-EAG-1;SAPN;0.550833;KRW_2016;;
NL11_StichtsAnkeveen;Vis-kwaliteit ;3201-EAG-1;SAPN;0.6;KRW_2016;;
NL11_StichtsAnkeveen;Fytoplankton-kwaliteit  ;3201-EAG-2;SAPZ;0.6;KRW_2016;;
NL11_StichtsAnkeveen;Macrofauna-kwaliteit ;3201-EAG-2;SAPZ;0.6;KRW_2016;;
NL11_StichtsAnkeveen;Overige waterflora-kwaliteit ;3201-EAG-2;SAPZ;0.550833;KRW_2016;;
OvWa_3201-EAG-3_Stichtsc;Overige waterflora-kwaliteit ;3201-EAG-3;SaPO;0.482;handelingsperspectief_score2008-2014;0.085;
NL11_OvWa_3201-EAG-3_Stichtsc;Overige waterflora-kwaliteit ;3201-EAG-3;SaPO;0.482035714;handelingsperspectief_score2008-2014;0.085;
OvWa_3210-EAG-1_Horn-_en;Overige waterflora-kwaliteit ;3210-EAG-1;HKPbmlgbd;0.577;handelingsperspectief_score2008-2014;0.15;
NL11_OvWa_3210-EAG-1_Horn-_en;Overige waterflora-kwaliteit ;3210-EAG-1;HKPbmlgbd;0.576791667;handelingsperspectief_score2008-2014;0.15;
OvWa_3210-EAG-2_Horn-_en;Overige waterflora-kwaliteit ;3210-EAG-2;HKPgstwdGbd;0.7285;handelingsperspectief_score2008-2014;0.15;
NL11_OvWa_3210-EAG-2_Horn-_en;Overige waterflora-kwaliteit ;3210-EAG-2;HKPgstwdGbd;0.72875;handelingsperspectief_score2008-2014;0.15;
OvWa_3210-EAG-3_Horn-_en;Overige waterflora-kwaliteit ;3210-EAG-3;NederhorstBerg;0.6795;handelingsperspectief_score2008-2014;0.15;
NL11_OvWa_3210-EAG-3_Horn-_en;Overige waterflora-kwaliteit ;3210-EAG-3;NederhorstBerg;0.679375;handelingsperspectief_score2008-2014;0.15;
OvWa_3220-EAG-1_Horsterm;Overige waterflora-kwaliteit ;3220-EAG-1;Korremof;0.452;handelingsperspectief_score2008-2014;0.05;
NL11_OvWa_3220-EAG-1_Horsterm;Overige waterflora-kwaliteit ;3220-EAG-1;Korremof;0.451625;handelingsperspectief_score2008-2014;0.05;
OvWa_3220-EAG-2_Horsterm;Overige waterflora-kwaliteit ;3220-EAG-2;HorstermeerP;0.484;handelingsperspectief_score2008-2014;0.05;
NL11_OvWa_3220-EAG-2_Horsterm;Overige waterflora-kwaliteit ;3220-EAG-2;HorstermeerP;0.483716981;handelingsperspectief_score2008-2014;0.05;
OvWa_3220-EAG-3_Horsterm;Overige waterflora-kwaliteit ;3220-EAG-3;AnkoZ;0.445;handelingsperspectief_score2008-2014;0.05;
NL11_OvWa_3220-EAG-3_Horsterm;Overige waterflora-kwaliteit ;3220-EAG-3;AnkoZ;0.4451;handelingsperspectief_score2008-2014;0.05;
OvWa_3220-EAG-4_Horsterm;Overige waterflora-kwaliteit ;3220-EAG-4;MuitdkPZ;0.54;handelingsperspectief_score2008-2014;0.05;
NL11_OvWa_3220-EAG-4_Horsterm;Overige waterflora-kwaliteit ;3220-EAG-4;MuitdkPZ;0.540375;handelingsperspectief_score2008-2014;0.05;
OvWa_3220-EAG-5_Horsterm;Overige waterflora-kwaliteit ;3220-EAG-5;MuitdkPN;0.193;handelingsperspectief_score2015-2017;0.05;
NL11_OvWa_3220-EAG-5_Horsterm;Overige waterflora-kwaliteit ;3220-EAG-5;MuitdkPN;0.193;handelingsperspectief_score2015-2017;0.05;
OvWa_3220-EAG-6_Horsterm;Overige waterflora-kwaliteit ;3220-EAG-6;HorsSpiegelPZ;0.5375;handelingsperspectief_score2008-2014;0.05;
NL11_OvWa_3220-EAG-6_Horsterm;Overige waterflora-kwaliteit ;3220-EAG-6;HorsSpiegelPZ;0.5375;handelingsperspectief_score2008-2014;0.05;
NL11_Kortenhoefseplassen;Fytoplankton-kwaliteit  ;3230-EAG-1;PKH,Hol;0.6;KRW_2016;;
NL11_Kortenhoefseplassen;Macrofauna-kwaliteit ;3230-EAG-1;PKH,Hol;0.6;KRW_2016;;
NL11_Kortenhoefseplassen;Overige waterflora-kwaliteit ;3230-EAG-1;PKH,Hol;0.550833;KRW_2016;;
NL11_Kortenhoefseplassen;Vis-kwaliteit ;3230-EAG-1;PKH,Hol;0.6;KRW_2016;;
NL11_WijdeBlik;Fytoplankton-kwaliteit  ;3230-EAG-2;PKH,WijdeBlik;0.6;KRW_2016;;
NL11_WijdeBlik;Macrofauna-kwaliteit ;3230-EAG-2;PKH,WijdeBlik;0.5;KRW_2016;;
NL11_WijdeBlik;Overige waterflora-kwaliteit ;3230-EAG-2;PKH,WijdeBlik;0.535833;KRW_2016;;
NL11_WijdeBlik;Vis-kwaliteit ;3230-EAG-2;PKH,WijdeBlik;0.511710611;KRW_2016;;
NL11_Kortenhoefseplassen;Fytoplankton-kwaliteit  ;3230-EAG-3;PKhf,WijdeGat;0.6;KRW_2016;;
NL11_Kortenhoefseplassen;Macrofauna-kwaliteit ;3230-EAG-3;PKhf,WijdeGat;0.6;KRW_2016;;
NL11_Kortenhoefseplassen;Overige waterflora-kwaliteit ;3230-EAG-3;PKhf,WijdeGat;0.550833;KRW_2016;;
NL11_Kortenhoefseplassen;Vis-kwaliteit ;3230-EAG-3;PKhf,WijdeGat;0.6;KRW_2016;;
OvWa_3230-EAG-4_Polder_K;Overige waterflora-kwaliteit ;3230-EAG-4;PKhf;0.408;handelingsperspectief_score2008-2014;0.06;
NL11_OvWa_3230-EAG-4_Polder_K;Overige waterflora-kwaliteit ;3230-EAG-4;PKhf;0.40790625;handelingsperspectief_score2008-2014;0.06;
NL11_Kortenhoefseplassen;Fytoplankton-kwaliteit  ;3230-EAG-5;HilvKanplas/dras;0.6;KRW_2016;;
NL11_Kortenhoefseplassen;Macrofauna-kwaliteit ;3230-EAG-5;HilvKanplas/dras;0.6;KRW_2016;;
NL11_Kortenhoefseplassen;Overige waterflora-kwaliteit ;3230-EAG-5;HilvKanplas/dras;0.550833;KRW_2016;;
NL11_Kortenhoefseplassen;Vis-kwaliteit ;3230-EAG-5;HilvKanplas/dras;0.6;KRW_2016;;
NL11_Kortenhoefseplassen;Fytoplankton-kwaliteit  ;3230-EAG-6;HilvKan;0.6;KRW_2016;;
NL11_Kortenhoefseplassen;Overige waterflora-kwaliteit ;3230-EAG-6;HilvKan;0.550833;KRW_2016;;
NL11_Kortenhoefseplassen;Vis-kwaliteit ;3230-EAG-6;HilvKan;0.6;KRW_2016;;
OvWa_3240-EAG-1_Polder_D;Overige waterflora-kwaliteit ;3240-EAG-1;PDorssewrd;0.594;handelingsperspectief_score2008-2014;0.115;
NL11_OvWa_3240-EAG-1_Polder_D;Overige waterflora-kwaliteit ;3240-EAG-1;PDorssewrd;0.594;handelingsperspectief_score2008-2014;0.115;
OvWa_3250-EAG-1_Vreeland;Overige waterflora-kwaliteit ;3250-EAG-1;VreelandO;;;;
NL11_OvWa_3250-EAG-1_Vreeland;Overige waterflora-kwaliteit ;3250-EAG-1;VreelandO;;;;
OvWa_3260-EAG-1_Blijkpol;Overige waterflora-kwaliteit ;3260-EAG-1;BlijkP;0.618;handelingsperspectief_score2008-2014;0.075;
NL11_OvWa_3260-EAG-1_Blijkpol;Overige waterflora-kwaliteit ;3260-EAG-1;BlijkP;0.618;handelingsperspectief_score2008-2014;0.075;
NL11_Loosdrechtseplassen;Fytoplankton-kwaliteit  ;3300-EAG-1;LoosdrechtschePlas;0.6;KRW_2016;;
NL11_Loosdrechtseplassen;Macrofauna-kwaliteit ;3300-EAG-1;LoosdrechtschePlas;0.587786651;KRW_2016;;
NL11_Loosdrechtseplassen;Overige waterflora-kwaliteit ;3300-EAG-1;LoosdrechtschePlas;0.550833;KRW_2016;;
NL11_Loosdrechtseplassen;Vis-kwaliteit ;3300-EAG-1;LoosdrechtschePlas;0.548371965;KRW_2016;;
OvWa_3300-EAG-12_Muyeveld;Overige waterflora-kwaliteit ;3300-EAG-1;LoosdrechtschePlas;;;;
NL11_Sterenzodden;Fytoplankton-kwaliteit  ;3300-EAG-10;Weersloot;0.6;KRW_2016;;
NL11_Sterenzodden;Macrofauna-kwaliteit ;3300-EAG-10;Weersloot;0.6;KRW_2016;;
NL11_Sterenzodden;Overige waterflora-kwaliteit ;3300-EAG-10;Weersloot;0.550833;KRW_2016;;
NL11_Sterenzodden;Vis-kwaliteit ;3300-EAG-10;Weersloot;0.6;KRW_2016;;
NL11_Sterenzodden;Fytoplankton-kwaliteit  ;3300-EAG-11;OlijkeDrecht;0.6;KRW_2016;;
NL11_Sterenzodden;Macrofauna-kwaliteit ;3300-EAG-11;OlijkeDrecht;0.6;KRW_2016;;
NL11_Sterenzodden;Overige waterflora-kwaliteit ;3300-EAG-11;OlijkeDrecht;0.550833;KRW_2016;;
NL11_Sterenzodden;Vis-kwaliteit ;3300-EAG-11;OlijkeDrecht;0.6;KRW_2016;;
NL11_OvWa_3300-EAG-12_Muyeveld;Overige waterflora-kwaliteit ;3300-EAG-12;DeSter;0.519516667;handelingsperspectief_score2008-2014;0.055;
NL11_Loosdrechtseplassen;Fytoplankton-kwaliteit  ;3300-EAG-3;KievitsbuurtN;0.6;KRW_2016;;
NL11_Loosdrechtseplassen;Macrofauna-kwaliteit ;3300-EAG-3;KievitsbuurtN;0.587786651;KRW_2016;;
NL11_Loosdrechtseplassen;Overige waterflora-kwaliteit ;3300-EAG-3;KievitsbuurtN;0.550833;KRW_2016;;
NL11_Loosdrechtseplassen;Vis-kwaliteit ;3300-EAG-3;KievitsbuurtN;0.548371965;KRW_2016;;
NL11_Loosdrechtseplassen;Fytoplankton-kwaliteit  ;3300-EAG-4;KievitsbuurtZ;0.6;KRW_2016;;
NL11_Loosdrechtseplassen;Macrofauna-kwaliteit ;3300-EAG-4;KievitsbuurtZ;0.587786651;KRW_2016;;
NL11_Loosdrechtseplassen;Overige waterflora-kwaliteit ;3300-EAG-4;KievitsbuurtZ;0.550833;KRW_2016;;
NL11_Loosdrechtseplassen;Vis-kwaliteit ;3300-EAG-4;KievitsbuurtZ;0.548371965;KRW_2016;;
NL11_Loosdrechtseplassen;Fytoplankton-kwaliteit  ;3300-EAG-5;BreukelevnschePlas;0.6;KRW_2016;;
NL11_Loosdrechtseplassen;Macrofauna-kwaliteit ;3300-EAG-5;BreukelevnschePlas;0.587786651;KRW_2016;;
NL11_Loosdrechtseplassen;Overige waterflora-kwaliteit ;3300-EAG-5;BreukelevnschePlas;0.550833;KRW_2016;;
NL11_Loosdrechtseplassen;Vis-kwaliteit ;3300-EAG-5;BreukelevnschePlas;0.548371965;KRW_2016;;
NL11_Loosdrechtseplassen;Fytoplankton-kwaliteit  ;3300-EAG-6;TihovschePlassN;0.6;KRW_2016;;
NL11_Loosdrechtseplassen;Macrofauna-kwaliteit ;3300-EAG-6;TihovschePlassN;0.587786651;KRW_2016;;
NL11_Loosdrechtseplassen;Overige waterflora-kwaliteit ;3300-EAG-6;TihovschePlassN;0.550833;KRW_2016;;
NL11_Loosdrechtseplassen;Vis-kwaliteit ;3300-EAG-6;TihovschePlassN;0.548371965;KRW_2016;;
NL11_Loosdrechtseplassen;Fytoplankton-kwaliteit  ;3300-EAG-7;TihovschePlassZ;0.6;KRW_2016;;
NL11_Loosdrechtseplassen;Macrofauna-kwaliteit ;3300-EAG-7;TihovschePlassZ;0.587786651;KRW_2016;;
NL11_Loosdrechtseplassen;Overige waterflora-kwaliteit ;3300-EAG-7;TihovschePlassZ;0.550833;KRW_2016;;
NL11_Loosdrechtseplassen;Vis-kwaliteit ;3300-EAG-7;TihovschePlassZ;0.548371965;KRW_2016;;
NL11_Loosdrechtseplassen;Fytoplankton-kwaliteit  ;3300-EAG-8;Vuntus;0.6;KRW_2016;;
NL11_Loosdrechtseplassen;Macrofauna-kwaliteit ;3300-EAG-8;Vuntus;0.587786651;KRW_2016;;
NL11_Loosdrechtseplassen;Overige waterflora-kwaliteit ;3300-EAG-8;Vuntus;0.550833;KRW_2016;;
NL11_Loosdrechtseplassen;Vis-kwaliteit ;3300-EAG-8;Vuntus;0.548371965;KRW_2016;;
NL11_Sterenzodden;Fytoplankton-kwaliteit  ;3300-EAG-9;KrommeRade;0.6;KRW_2016;;
NL11_Sterenzodden;Macrofauna-kwaliteit ;3300-EAG-9;KrommeRade;0.6;KRW_2016;;
NL11_Sterenzodden;Overige waterflora-kwaliteit ;3300-EAG-9;KrommeRade;0.550833;KRW_2016;;
NL11_Sterenzodden;Vis-kwaliteit ;3300-EAG-9;KrommeRade;0.6;KRW_2016;;
NL11_Sterenzodden;Vis-kwaliteit ;3300-EAG-9;KrommeRade;0.6;KRW_2016;;
OvWa_3301-EAG-1_Gansenho;Overige waterflora-kwaliteit ;3301-EAG-1;GanshoefO;0.508666667;handelingsperspectief_score2008-2014;0.08;
NL11_OvWa_3301-EAG-1_Gansenho;Overige waterflora-kwaliteit ;3301-EAG-1;GanshoefO;0.47525;handelingsperspectief_score2008-2014;0.08;
OvWa_3301-EAG-2_Gansenho;Overige waterflora-kwaliteit ;3301-EAG-2;GanshoefO,SBB;0.5885;handelingsperspectief_score2008-2014;0.0525;
NL11_OvWa_3301-EAG-2_Gansenho;Overige waterflora-kwaliteit ;3301-EAG-2;GanshoefO,SBB;0.602166667;handelingsperspectief_score2008-2014;0.0525;
NL11_MolenpolderTienhove;Fytoplankton-kwaliteit  ;3302-EAG-1;OBToverig;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Macrofauna-kwaliteit ;3302-EAG-1;OBToverig;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Vis-kwaliteit ;3302-EAG-1;OBToverig;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Fytoplankton-kwaliteit  ;3302-EAG-2;OBTpetgat;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Macrofauna-kwaliteit ;3302-EAG-2;OBTpetgat;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Overige waterflora-kwaliteit ;3302-EAG-2;OBTpetgat;0.5425;KRW_2016;;
NL11_MolenpolderTienhove;Vis-kwaliteit ;3302-EAG-2;OBTpetgat;0.6;KRW_2016;;
OvWa_3303-EAG-1_Gansenho;Overige waterflora-kwaliteit ;3303-EAG-1;GanshoefW;;;;
NL11_OvWa_3303-EAG-1_Gansenho;Overige waterflora-kwaliteit ;3303-EAG-1;GanshoefW;;;;
OvWa_3310-EAG-1_Loenderv;Overige waterflora-kwaliteit ;3310-EAG-1;Waterleidingkanaal;;;;
NL11_OvWa_3310-EAG-1_Loenderv;Overige waterflora-kwaliteit ;3310-EAG-1;Waterleidingkanaal;;;;
NL11_Waterleidingplas;Fytoplankton-kwaliteit  ;3310-EAG-2;Waterleidingplas;0.6;KRW_2016;;
NL11_Waterleidingplas;Macrofauna-kwaliteit ;3310-EAG-2;Waterleidingplas;0.5;KRW_2016;;
NL11_Waterleidingplas;Overige waterflora-kwaliteit ;3310-EAG-2;Waterleidingplas;0.53;KRW_2016;;
NL11_Waterleidingplas;Vis-kwaliteit ;3310-EAG-2;Waterleidingplas;0.55631202;KRW_2016;;
OvWa_3311-EAG-1_Bethunep;Overige waterflora-kwaliteit ;3311-EAG-1;BethuneP,;0.533;handelingsperspectief_score2008-2014;0.215;
NL11_OvWa_3311-EAG-1_Bethunep;Overige waterflora-kwaliteit ;3311-EAG-1;BethuneP,;0.533130435;handelingsperspectief_score2008-2014;0.215;
NL11_OvWa_3311-EAG-10_Bethunep;Overige waterflora-kwaliteit ;3311-EAG-10;;;;0.215;
OvWa_3311-EAG-10_Bethunep;Overige waterflora-kwaliteit ;3311-EAG-10;;;;0.215;
OvWa_3311-EAG-2_Bethunep;Overige waterflora-kwaliteit ;3311-EAG-2;BethuneP,;0.626;handelingsperspectief_score2008-2014;0.215;
NL11_OvWa_3311-EAG-2_Bethunep;Overige waterflora-kwaliteit ;3311-EAG-2;BethuneP,;0.626333333;handelingsperspectief_score2008-2014;0.215;
OvWa_3311-EAG-3_Bethunep;Overige waterflora-kwaliteit ;3311-EAG-3;BethuneP,;0.537;handelingsperspectief_score2008-2014;0.215;
NL11_OvWa_3311-EAG-3_Bethunep;Overige waterflora-kwaliteit ;3311-EAG-3;BethuneP,;0.5363;handelingsperspectief_score2008-2014;0.215;
OvWa_3311-EAG-5_Bethunep;Overige waterflora-kwaliteit ;3311-EAG-5;BethuneP,;0.581;handelingsperspectief_score2008-2014;0.215;
NL11_OvWa_3311-EAG-5_Bethunep;Overige waterflora-kwaliteit ;3311-EAG-5;BethuneP,;0.581;handelingsperspectief_score2008-2014;0.215;
OvWa_3311-EAG-6_Bethunep;Overige waterflora-kwaliteit ;3311-EAG-6;BethuneP,;0.452;handelingsperspectief_score2008-2014;0.215;
NL11_OvWa_3311-EAG-6_Bethunep;Overige waterflora-kwaliteit ;3311-EAG-6;BethuneP,;0.453333333;handelingsperspectief_score2008-2014;0.215;
OvWa_3311-EAG-7_Bethunep;Overige waterflora-kwaliteit ;3311-EAG-7;BethuneP,;0.632;handelingsperspectief_score2008-2014;0.215;
NL11_OvWa_3311-EAG-7_Bethunep;Overige waterflora-kwaliteit ;3311-EAG-7;BethuneP,;0.6325;handelingsperspectief_score2008-2014;0.215;
NL11_OvWa_3311-EAG-8_Bethunep;Overige waterflora-kwaliteit ;3311-EAG-8;;;;0.215;
OvWa_3311-EAG-8_Bethunep;Overige waterflora-kwaliteit ;3311-EAG-8;;;;0.215;
OvWa_3311-EAG-9_Bethunep;Overige waterflora-kwaliteit ;3311-EAG-9;BethuneP,;0.618;handelingsperspectief_score2008-2014;0.215;
NL11_OvWa_3311-EAG-9_Bethunep;Overige waterflora-kwaliteit ;3311-EAG-9;BethuneP,;0.618125;handelingsperspectief_score2008-2014;0.215;
NL11_TerraNova;Fytoplankton-kwaliteit  ;3320-EAG-1;TerraNovalndN;0.6;KRW_2016;;
NL11_TerraNova;Macrofauna-kwaliteit ;3320-EAG-1;TerraNovalndN;0.5;KRW_2016;;
NL11_TerraNova;Overige waterflora-kwaliteit ;3320-EAG-1;TerraNovalndN;0.550833;KRW_2016;;
NL11_TerraNova;Vis-kwaliteit ;3320-EAG-1;TerraNovalndN;0.415942698;KRW_2016;;
NL11_TerraNova;Fytoplankton-kwaliteit  ;3320-EAG-2;TerraNova;0.6;KRW_2016;;
NL11_TerraNova;Macrofauna-kwaliteit ;3320-EAG-2;TerraNova;0.5;KRW_2016;;
NL11_TerraNova;Overige waterflora-kwaliteit ;3320-EAG-2;TerraNova;0.550833;KRW_2016;;
NL11_TerraNova;Vis-kwaliteit ;3320-EAG-2;TerraNova;0.415942698;KRW_2016;;
OvWa_3320-EAG-3_Loenderv;Overige waterflora-kwaliteit ;3320-EAG-3;TerraNovalndZ;0.357;handelingsperspectief_score2008-2014;0.065;
NL11_OvWa_3320-EAG-3_Loenderv;Overige waterflora-kwaliteit ;3320-EAG-3;TerraNovalndZ;0.3571;handelingsperspectief_score2008-2014;0.065;
NL11_Loenderveenoost;Fytoplankton-kwaliteit  ;3320-EAG-4;LoendervnschePlas;0.6;KRW_2016;;
NL11_Loenderveenoost;Macrofauna-kwaliteit ;3320-EAG-4;LoendervnschePlas;0.5;KRW_2016;;
NL11_Loenderveenoost;Overige waterflora-kwaliteit ;3320-EAG-4;LoendervnschePlas;0.505833;KRW_2016;;
NL11_Loenderveenoost;Vis-kwaliteit ;3320-EAG-4;LoendervnschePlas;0.586115674;KRW_2016;;
OvWa_3340-EAG-1_Polder_M;Overige waterflora-kwaliteit ;3340-EAG-1;PMijndW;0.479;handelingsperspectief_score2008-2014;0.06;
NL11_OvWa_3340-EAG-1_Polder_M;Overige waterflora-kwaliteit ;3340-EAG-1;PMijndW;0.476333333;handelingsperspectief_score2008-2014;0.06;
OvWa_3340-EAG-2_Polder_M;Overige waterflora-kwaliteit ;3340-EAG-2;PMijndO;0.616666667;handelingsperspectief_score2008-2014;0.15;
NL11_OvWa_3340-EAG-2_Polder_M;Overige waterflora-kwaliteit ;3340-EAG-2;PMijndO;0.6385;handelingsperspectief_score2008-2014;0.15;
OvWa_3340-EAG-3_Polder_M;Overige waterflora-kwaliteit ;3340-EAG-3;PMijnd,SBB;0.576333333;handelingsperspectief_score2008-2014;0.11;
NL11_OvWa_3340-EAG-3_Polder_M;Overige waterflora-kwaliteit ;3340-EAG-3;PMijnd,SBB;0.576083333;handelingsperspectief_score2008-2014;0.11;
OvWa_3350-EAG-1_Polder_B;Overige waterflora-kwaliteit ;3350-EAG-1;PbrPrdijbmlgbd;0.419;handelingsperspectief_score2008-2014;0.08;
NL11_OvWa_3350-EAG-1_Polder_B;Overige waterflora-kwaliteit ;3350-EAG-1;PbrPrdijbmlgbd;0.419111111;handelingsperspectief_score2008-2014;0.08;
OvWa_3350-EAG-2_Polder_B;Overige waterflora-kwaliteit ;3350-EAG-2;PbrPrdijBrngdelnd;0.4455;handelingsperspectief_score2008-2014;0.08;
NL11_OvWa_3350-EAG-2_Polder_B;Overige waterflora-kwaliteit ;3350-EAG-2;PbrPrdijBrngdelnd;0.445666667;handelingsperspectief_score2008-2014;0.08;
OvWa_3360-EAG-1_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-1;PMWBAgrarischMolP;;;;
OvWa_3360-EAG-18_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-1;PMWBAgrarischMolP;;;;
NL11_OvWa_3360-EAG-1_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-1;PMWBAgrarischMolP;;;;
NL11_MolenpolderTienhove;Fytoplankton-kwaliteit  ;3360-EAG-10;PMWBMrsvnsZodd;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Macrofauna-kwaliteit ;3360-EAG-10;PMWBMrsvnsZodd;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Overige waterflora-kwaliteit ;3360-EAG-10;PMWBMrsvnsZodd;0.5425;KRW_2016;;
NL11_MolenpolderTienhove;Vis-kwaliteit ;3360-EAG-10;PMWBMrsvnsZodd;0.6;KRW_2016;;
NL11_GroteMaarsseveensep;Fytoplankton-kwaliteit  ;3360-EAG-11;GrMrsvnsPlas;0.6;KRW_2016;;
NL11_GroteMaarsseveensep;Macrofauna-kwaliteit ;3360-EAG-11;GrMrsvnsPlas;0.532;KRW_2016;;
NL11_GroteMaarsseveensep;Overige waterflora-kwaliteit ;3360-EAG-11;GrMrsvnsPlas;0.535;KRW_2016;;
NL11_GroteMaarsseveensep;Vis-kwaliteit ;3360-EAG-11;GrMrsvnsPlas;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Fytoplankton-kwaliteit  ;3360-EAG-12;PMWBNdreindsVrt;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Vis-kwaliteit ;3360-EAG-12;PMWBNdreindsVrt;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Fytoplankton-kwaliteit  ;3360-EAG-13;PMWBKleinMolP;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Macrofauna-kwaliteit ;3360-EAG-13;PMWBKleinMolP;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Overige waterflora-kwaliteit ;3360-EAG-13;PMWBKleinMolP;0.5425;KRW_2016;;
NL11_MolenpolderTienhove;Vis-kwaliteit ;3360-EAG-13;PMWBKleinMolP;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Fytoplankton-kwaliteit  ;3360-EAG-14;PMWBTrtpntZodd;0.6;KRW_2016;;
