HoortBijGeoobject.identificatie;GHPR;gebied;Gbdafk;Doel;bronddoel;HandelingsperspectiefWBP;Doel_2022
NL11_MolenpolderTienhove;Macrofauna-kwaliteit ;3360-EAG-14;PMWBTrtpntZodd;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Overige waterflora-kwaliteit ;3360-EAG-14;PMWBTrtpntZodd;0.5425;KRW_2016;;
NL11_MolenpolderTienhove;Vis-kwaliteit ;3360-EAG-14;PMWBTrtpntZodd;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Vis-kwaliteit ;3360-EAG-15;PMWBTrtpnt;0.6;KRW_2016;;
NL11_OvWa_3360-EAG-15_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-15;;;;;
OvWa_3360-EAG-15_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-15;;;;;
NL11_MolenpolderTienhove;Fytoplankton-kwaliteit  ;3360-EAG-16;PMWMolPNtr;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Macrofauna-kwaliteit ;3360-EAG-16;PMWMolPNtr;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Overige waterflora-kwaliteit ;3360-EAG-16;PMWMolPNtr;0.5425;KRW_2016;;
NL11_MolenpolderTienhove;Vis-kwaliteit ;3360-EAG-16;PMWMolPNtr;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Fytoplankton-kwaliteit  ;3360-EAG-17;PMWBWbroekseZodd;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Macrofauna-kwaliteit ;3360-EAG-17;PMWBWbroekseZodd;0.6;KRW_2016;;
NL11_MolenpolderTienhove;Overige waterflora-kwaliteit ;3360-EAG-17;PMWBWbroekseZodd;0.5425;KRW_2016;;
NL11_MolenpolderTienhove;Vis-kwaliteit ;3360-EAG-17;PMWBWbroekseZodd;0.6;KRW_2016;;
NL11_OvWa_3360-EAG-18_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-18;PMWBPhetHuisteHart;;;;
OvWa_3360-EAG-2_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-2;PMWBPBuitwg;;;;
NL11_OvWa_3360-EAG-2_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-2;PMWBPBuitwg;;;;
OvWa_3360-EAG-3_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-3;PMWBZogwtrng;;;;
NL11_OvWa_3360-EAG-3_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-3;PMWBZogwtrng;;;;
OvWa_3360-EAG-4_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-4;PMWBWilgplas;;;;
NL11_OvWa_3360-EAG-4_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-4;PMWBWilgplas;;;;
OvWa_3360-EAG-5_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-5;PMWBrondKlnMVPlas;;;;
NL11_OvWa_3360-EAG-5_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-5;PMWBrondKlnMVPlas;;;;
OvWa_3360-EAG-6_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-6;PMWBKass;;;;
NL11_OvWa_3360-EAG-6_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-6;PMWBKass;;;;
OvWa_3360-EAG-7_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-7;PMWBVlktn;;;;
NL11_OvWa_3360-EAG-7_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-7;PMWBVlktn;;;;
OvWa_3360-EAG-8_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-8;PMWBOudTnbwGbd;;;;
NL11_OvWa_3360-EAG-8_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-8;PMWBOudTnbwGbd;;;;
OvWa_3360-EAG-9_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-9;PMWBKlnMrsvnsPlas;;;;
NL11_OvWa_3360-EAG-9_Polder_M;Overige waterflora-kwaliteit ;3360-EAG-9;PMWBKlnMrsvnsPlas;;;;
OvWa_3370-EAG-1_Polder_A;Overige waterflora-kwaliteit ;3370-EAG-1;PAHGagelwg;0.6535;handelingsperspectief_score2008-2014;0.115;
NL11_OvWa_3370-EAG-1_Polder_A;Overige waterflora-kwaliteit ;3370-EAG-1;PAHGagelwg;0.653776471;handelingsperspectief_score2008-2014;0.115;
OvWa_3370-EAG-2_Polder_A;Overige waterflora-kwaliteit ;3370-EAG-2;PAHGagelbos;0.557;handelingsperspectief_score2008-2014;0.005;
NL11_OvWa_3370-EAG-2_Polder_A;Overige waterflora-kwaliteit ;3370-EAG-2;PAHGagelbos;0.5738;handelingsperspectief_score2008-2014;0.005;
OvWa_3370-EAG-3_Polder_A;Overige waterflora-kwaliteit ;3370-EAG-3;PAHKerkeindseP;0.663;handelingsperspectief_score2008-2014;0.0775;
NL11_OvWa_3370-EAG-3_Polder_A;Overige waterflora-kwaliteit ;3370-EAG-3;PAHKerkeindseP;0.689961538;handelingsperspectief_score2008-2014;0.0775;
OvWa_3370-EAG-4_Polder_A;Overige waterflora-kwaliteit ;3370-EAG-4;PAHHetAchteraf;0.6935;handelingsperspectief_score2008-2014;0.0775;
NL11_OvWa_3370-EAG-4_Polder_A;Overige waterflora-kwaliteit ;3370-EAG-4;PAHHetAchteraf;0.701148148;handelingsperspectief_score2008-2014;0.0775;
OvWa_3370-EAG-5_Polder_A;Overige waterflora-kwaliteit ;3370-EAG-5;PAHKorssesteeg;;;;
NL11_OvWa_3370-EAG-5_Polder_A;Overige waterflora-kwaliteit ;3370-EAG-5;PAHKorssesteeg;;;;
NL11_VaartenVechtstreek;Fytoplankton-kwaliteit  ;4000-EAG-1;s-GravelandscheVrt;0.6;KRW_2016;;
NL11_VaartenVechtstreek;Macrofauna-kwaliteit ;4000-EAG-1;s-GravelandscheVrt;0.6;KRW_2016;;
NL11_VaartenVechtstreek;Overige waterflora-kwaliteit ;4000-EAG-1;s-GravelandscheVrt;0.6;KRW_2016;;
NL11_VaartenVechtstreek;Overige waterflora-kwaliteit ;4000-EAG-2;Cruijsberg;0.6;KRW_2016;;
NL11_VaartenVechtstreek;Fytoplankton-kwaliteit  ;4000-EAG-3;Karnemelksloot;0.6;KRW_2016;;
NL11_VaartenVechtstreek;Macrofauna-kwaliteit ;4000-EAG-3;Karnemelksloot;0.6;KRW_2016;;
NL11_VaartenVechtstreek;Overige waterflora-kwaliteit ;4000-EAG-3;Karnemelksloot;0.6;KRW_2016;;
NL11_VaartenVechtstreek;Vis-kwaliteit ;4000-EAG-3;Karnemelksloot;0.6;KRW_2016;;
NL11_VaartenVechtstreek;Fytoplankton-kwaliteit  ;4000-EAG-4;NaardertrekVrt;0.6;KRW_2016;;
NL11_VaartenVechtstreek;Macrofauna-kwaliteit ;4000-EAG-4;NaardertrekVrt;0.6;KRW_2016;;
NL11_VaartenVechtstreek;Overige waterflora-kwaliteit ;4000-EAG-4;NaardertrekVrt;0.6;KRW_2016;;
NL11_VaartenVechtstreek;Fytoplankton-kwaliteit  ;4000-EAG-6;VestingNaard;0.6;KRW_2016;;
NL11_VaartenVechtstreek;Overige waterflora-kwaliteit ;4000-EAG-6;VestingNaard;0.6;KRW_2016;;
NL11_VaartenVechtstreek;Overige waterflora-kwaliteit ;4000-EAG-7;Naard-Bussum;0.6;KRW_2016;;
NL11_VaartenVechtstreek;Fytoplankton-kwaliteit  ;4000-EAG-8;ZanderijVrt;0.6;KRW_2016;;
NL11_VaartenVechtstreek;Overige waterflora-kwaliteit ;4000-EAG-8;ZanderijVrt;0.6;KRW_2016;;
OvWa_4100-EAG-1_Noordpol;Overige waterflora-kwaliteit ;4100-EAG-1;NPbeOMuid,bemal;0.549;handelingsperspectief_score2008-2014;0.19;
NL11_OvWa_4100-EAG-1_Noordpol;Overige waterflora-kwaliteit ;4100-EAG-1;NPbeOMuid,bemal;0.5485;handelingsperspectief_score2008-2014;0.19;
OvWa_4100-EAG-2_Noordpol;Overige waterflora-kwaliteit ;4100-EAG-2;NPbeOMuid,N;0.52;handelingsperspectief_score2008-2014;0.19;
NL11_OvWa_4100-EAG-2_Noordpol;Overige waterflora-kwaliteit ;4100-EAG-2;NPbeOMuid,N;0.519333333;handelingsperspectief_score2008-2014;0.19;
OvWa_4110-EAG-1_B.O.B.M.;Overige waterflora-kwaliteit ;4110-EAG-1;BOBMbemal;0.614;handelingsperspectief_score2008-2014;0.15;
NL11_OvWa_4110-EAG-1_B.O.B.M.;Overige waterflora-kwaliteit ;4110-EAG-1;BOBMbemal;0.590444444;handelingsperspectief_score2008-2014;0.15;
OvWa_4110-EAG-2_B.O.B.M.;Overige waterflora-kwaliteit ;4110-EAG-2;BOBMO;0.586;handelingsperspectief_score2008-2014;0.15;
NL11_OvWa_4110-EAG-2_B.O.B.M.;Overige waterflora-kwaliteit ;4110-EAG-2;BOBMO;0.585666667;handelingsperspectief_score2008-2014;0.15;
OvWa_4120-EAG-1_Buitendi;Overige waterflora-kwaliteit ;4120-EAG-1;BtdkNSchapmet;0.182;handelingsperspectief_score2008-2014;0;
NL11_OvWa_4120-EAG-1_Buitendi;Overige waterflora-kwaliteit ;4120-EAG-1;BtdkNSchapmet;0.182333333;handelingsperspectief_score2008-2014;0;
OvWa_4120-EAG-2_Buitendi;Overige waterflora-kwaliteit ;4120-EAG-2;BtdkNHaverland;0.388;handelingsperspectief_score2015-2017;0;
NL11_OvWa_4120-EAG-2_Buitendi;Overige waterflora-kwaliteit ;4120-EAG-2;BtdkNHaverland;0.388;handelingsperspectief_score2015-2017;0;
OvWa_4130-EAG-1_Zuidpold;Overige waterflora-kwaliteit ;4130-EAG-1;ZPbeOMuid;0.48925;handelingsperspectief_score2008-2014;0.1;
NL11_OvWa_4130-EAG-1_Zuidpold;Overige waterflora-kwaliteit ;4130-EAG-1;ZPbeOMuid;0.516029851;handelingsperspectief_score2008-2014;0.1;
OvWa_4140-EAG-1_Keverdij;Overige waterflora-kwaliteit ;4140-EAG-1;KOP;0.611333333;handelingsperspectief_score2008-2014;0.17;
NL11_OvWa_4140-EAG-1_Keverdij;Overige waterflora-kwaliteit ;4140-EAG-1;KOP;0.611083333;handelingsperspectief_score2008-2014;0.17;
OvWa_4140-EAG-2_Keverdij;Overige waterflora-kwaliteit ;4140-EAG-2;KOP;0.591333333;handelingsperspectief_score2008-2014;0.17;
NL11_OvWa_4140-EAG-2_Keverdij;Overige waterflora-kwaliteit ;4140-EAG-2;KOP;0.58665;handelingsperspectief_score2008-2014;0.17;
OvWa_4140-EAG-3_Keverdij;Overige waterflora-kwaliteit ;4140-EAG-3;KOP;0.710666667;handelingsperspectief_score2008-2014;0.17;
NL11_OvWa_4140-EAG-3_Keverdij;Overige waterflora-kwaliteit ;4140-EAG-3;KOP;0.714521739;handelingsperspectief_score2008-2014;0.17;
OvWa_4140-EAG-4_Keverdij;Overige waterflora-kwaliteit ;4140-EAG-4;KOP;0.671333333;handelingsperspectief_score2008-2014;0.17;
NL11_OvWa_4140-EAG-4_Keverdij;Overige waterflora-kwaliteit ;4140-EAG-4;KOP;0.671333333;handelingsperspectief_score2008-2014;0.17;
OvWa_4140-EAG-5_Keverdij;Overige waterflora-kwaliteit ;4140-EAG-5;KOPStadzicht;0.4215;handelingsperspectief_score2008-2014;0.17;
NL11_OvWa_4140-EAG-5_Keverdij;Overige waterflora-kwaliteit ;4140-EAG-5;KOPStadzicht;0.4324;handelingsperspectief_score2008-2014;0.17;
OvWa_4200-EAG-1_Heintjes;Overige waterflora-kwaliteit ;4200-EAG-1;HBP,faunapas;0.4505;handelingsperspectief_score2008-2014;0.11;
NL11_OvWa_4200-EAG-1_Heintjes;Overige waterflora-kwaliteit ;4200-EAG-1;HBP,faunapas;0.451166667;handelingsperspectief_score2008-2014;0.11;
OvWa_4200-EAG-2_Heintjes;Overige waterflora-kwaliteit ;4200-EAG-2;BroekerP;0.607;handelingsperspectief_score2008-2014;0.11;
NL11_OvWa_4200-EAG-2_Heintjes;Overige waterflora-kwaliteit ;4200-EAG-2;BroekerP;0.62;handelingsperspectief_score2008-2014;0.11;
OvWa_4200-EAG-3_Heintjes;Overige waterflora-kwaliteit ;4200-EAG-3;HeintjesrakP;0.5515;handelingsperspectief_score2008-2014;0.11;
NL11_OvWa_4200-EAG-3_Heintjes;Overige waterflora-kwaliteit ;4200-EAG-3;HeintjesrakP;0.54948;handelingsperspectief_score2008-2014;0.11;
NL11_HollandsAnkeveen;Macrofauna-kwaliteit ;4210-EAG-1;HAPbemal;0.6;KRW_2016;;
NL11_HollandsAnkeveen;Overige waterflora-kwaliteit ;4210-EAG-1;HAPbemal;0.550833;KRW_2016;;
NL11_HollandsAnkeveen;Vis-kwaliteit ;4210-EAG-1;HAPbemal;0.6;KRW_2016;;
NL11_HollandsAnkeveen;Fytoplankton-kwaliteit  ;4210-EAG-2;HAPN;0.6;KRW_2016;;
NL11_HollandsAnkeveen;Macrofauna-kwaliteit ;4210-EAG-2;HAPN;0.6;KRW_2016;;
NL11_HollandsAnkeveen;Overige waterflora-kwaliteit ;4210-EAG-2;HAPN;0.550833;KRW_2016;;
NL11_HollandsAnkeveen;Vis-kwaliteit ;4210-EAG-2;HAPN;0.6;KRW_2016;;
NL11_HollandsAnkeveen;Fytoplankton-kwaliteit  ;4210-EAG-3;HAPZ;0.6;KRW_2016;;
NL11_HollandsAnkeveen;Macrofauna-kwaliteit ;4210-EAG-3;HAPZ;0.6;KRW_2016;;
NL11_HollandsAnkeveen;Overige waterflora-kwaliteit ;4210-EAG-3;HAPZ;0.550833;KRW_2016;;
NL11_HollandsAnkeveen;Vis-kwaliteit ;4210-EAG-3;HAPZ;0.6;KRW_2016;;
OvWa_4210-EAG-4_Hollands;Overige waterflora-kwaliteit ;4210-EAG-4;HaPO;0.7;WGP_NVP-noord;0.0525;
NL11_OvWa_4210-EAG-4_Hollands;Overige waterflora-kwaliteit ;4210-EAG-4;HaPO;0.7;WGP_NVP-noord;0.0525;
NL11_HollandsAnkeveen;Fytoplankton-kwaliteit  ;4210-EAG-5;HAPO;0.6;KRW_2016;;
NL11_HollandsAnkeveen;Macrofauna-kwaliteit ;4210-EAG-5;HAPO;0.6;KRW_2016;;
NL11_HollandsAnkeveen;Overige waterflora-kwaliteit ;4210-EAG-5;HAPO;0.550833;KRW_2016;;
NL11_HollandsAnkeveen;Vis-kwaliteit ;4210-EAG-5;HAPO;0.6;KRW_2016;;
OvWa_4230-EAG-1_Hilversu;Overige waterflora-kwaliteit ;4230-EAG-1;Hilvsmsmnt;0.50025;handelingsperspectief_score2008-2014;0.16;
NL11_OvWa_4230-EAG-1_Hilversu;Overige waterflora-kwaliteit ;4230-EAG-1;Hilvsmsmnt;0.575151515;handelingsperspectief_score2008-2014;0.16;
NL11_OvWa_4230-EAG-1_Hilversu;Overige waterflora-kwaliteit ;4230-EAG-1;;;;;
NL11_OvWa_4240-EAG-1_Hilversu;Overige waterflora-kwaliteit ;4240-EAG-1;;;;;
OvWa_4240-EAG-1_Hilversu;Overige waterflora-kwaliteit ;4240-EAG-1;Hilvsmsmnt;;;;
NL11_OvWa_4240-EAG-1_Hilversu;Overige waterflora-kwaliteit ;4240-EAG-1;Hilvsmsmnt;;;;
OvWa_4250-EAG-1__s-Grave;Overige waterflora-kwaliteit ;4250-EAG-1;s-GrvlndsP;0.3215;handelingsperspectief_score2008-2014;0;
NL11_OvWa_4250-EAG-1__s-Grave;Overige waterflora-kwaliteit ;4250-EAG-1;s-GrvlndsP;0.291766667;handelingsperspectief_score2008-2014;0;
NL11_VaartenVechtstreek;Overige waterflora-kwaliteit ;4250-KRW-1;;0.6;KRW_2016;;
OvWa_6040-EAG-1_Sportpar;Overige waterflora-kwaliteit ;6040-EAG-1;SportprkTDO;;;;
NL11_OvWa_6040-EAG-1_Sportpar;Overige waterflora-kwaliteit ;6040-EAG-1;SportprkTDO;;;;
OvWa_6050-EAG-1_Krasseur;Overige waterflora-kwaliteit ;6050-EAG-1;Krasseurstr,Krasseurstr;;;;
NL11_OvWa_6050-EAG-1_Krasseur;Overige waterflora-kwaliteit ;6050-EAG-1;Krasseurstr,Krasseurstr;;;;
OvWa_6060-EAG-1_W.H._Vli;Overige waterflora-kwaliteit ;6060-EAG-1;Vliegbos;;;;
NL11_OvWa_6060-EAG-1_W.H._Vli;Overige waterflora-kwaliteit ;6060-EAG-1;Vliegbos;;;;
OvWa_6080-EAG-1_Polder_B;Overige waterflora-kwaliteit ;6080-EAG-1;PBernard;;;;
NL11_OvWa_6080-EAG-1_Polder_B;Overige waterflora-kwaliteit ;6080-EAG-1;PBernard;;;;
NL11_NoorderIJplas;Fytoplankton-kwaliteit  ;6100-EAG-1;NdrIJplas;0.6;KRW_2016;;
NL11_NoorderIJplas;Macrofauna-kwaliteit ;6100-EAG-1;NdrIJplas;0.5;KRW_2016;;
NL11_NoorderIJplas;Overige waterflora-kwaliteit ;6100-EAG-1;NdrIJplas;0.500833;KRW_2016;;
NL11_NoorderIJplas;Vis-kwaliteit ;6100-EAG-1;NdrIJplas;0.5;KRW_2016;;
OvWa_6100-EAG-2_Noorder_;Overige waterflora-kwaliteit ;6100-EAG-2;NdrIJplas;;;;
NL11_OvWa_6100-EAG-2_Noorder_;Overige waterflora-kwaliteit ;6100-EAG-2;NdrIJplas;;;;
OvWa_6110-EAG-1_Noorder_;Overige waterflora-kwaliteit ;6110-EAG-1;NdrIJP;;;;
NL11_OvWa_6110-EAG-1_Noorder_;Overige waterflora-kwaliteit ;6110-EAG-1;NdrIJP;;;;
OvWa_6400-EAG-1_Watergra;Overige waterflora-kwaliteit ;6400-EAG-1;Wtgfsmr,Z;;;;
NL11_OvWa_6400-EAG-1_Watergra;Overige waterflora-kwaliteit ;6400-EAG-1;Wtgfsmr,Z;;;;
OvWa_6400-EAG-2_Watergra;Overige waterflora-kwaliteit ;6400-EAG-2;Wtgfsmr,N;;;;
NL11_OvWa_6400-EAG-2_Watergra;Overige waterflora-kwaliteit ;6400-EAG-2;Wtgfsmr,N;;;;
OvWa_6420-EAG-1_Gemeensc;Overige waterflora-kwaliteit ;6420-EAG-1;GmsPWVTLinnaeus;;;;
NL11_OvWa_6420-EAG-1_Gemeensc;Overige waterflora-kwaliteit ;6420-EAG-1;GmsPWVTLinnaeus;;;;
OvWa_6430-EAG-1_Baambrug;Overige waterflora-kwaliteit ;6430-EAG-1;BmbrgOzijds;0.4215;handelingsperspectief_score2008-2014;0.065;
NL11_OvWa_6430-EAG-1_Baambrug;Overige waterflora-kwaliteit ;6430-EAG-1;BmbrgOzijds;0.421669291;handelingsperspectief_score2008-2014;0.065;
OvWa_6440-EAG-1_Polder_B;Overige waterflora-kwaliteit ;6440-EAG-1;PBRKwrdW,bmlgbd;;;;
NL11_OvWa_6440-EAG-1_Polder_B;Overige waterflora-kwaliteit ;6440-EAG-1;PBRKwrdW,bmlgbd;;;;
OvWa_6440-EAG-2_Polder_B;Overige waterflora-kwaliteit ;6440-EAG-2;PBRKwrdW,;;;;
NL11_OvWa_6440-EAG-2_Polder_B;Overige waterflora-kwaliteit ;6440-EAG-2;PBRKwrdW,;;;;
OvWa_6440-EAG-3_Polder_B;Overige waterflora-kwaliteit ;6440-EAG-3;PBRKwrdW,;;;;
NL11_OvWa_6440-EAG-3_Polder_B;Overige waterflora-kwaliteit ;6440-EAG-3;PBRKwrdW,;;;;
OvWa_6440-EAG-4_Polder_B;Overige waterflora-kwaliteit ;6440-EAG-4;PBRKwrdW,;;;;
NL11_OvWa_6440-EAG-4_Polder_B;Overige waterflora-kwaliteit ;6440-EAG-4;PBRKwrdW,;;;;
OvWa_6450-EAG-1_Aetsveld;Overige waterflora-kwaliteit ;6450-EAG-1;AVPW,bemal;0.6155;handelingsperspectief_score2008-2014;0.17;
NL11_OvWa_6450-EAG-1_Aetsveld;Overige waterflora-kwaliteit ;6450-EAG-1;AVPW,bemal;0.616938776;handelingsperspectief_score2008-2014;0.17;
OvWa_6450-EAG-2_Aetsveld;Overige waterflora-kwaliteit ;6450-EAG-2;AVPW,fort;0.533;handelingsperspectief_score2015-2017;0.17;
NL11_OvWa_6450-EAG-2_Aetsveld;Overige waterflora-kwaliteit ;6450-EAG-2;AVPW,fort;0.533;handelingsperspectief_score2015-2017;0.17;
OvWa_6450-EAG-3_Aetsveld;Overige waterflora-kwaliteit ;6450-EAG-3;AVPW,Z;0.5575;handelingsperspectief_score2008-2014;0.17;
NL11_OvWa_6450-EAG-3_Aetsveld;Overige waterflora-kwaliteit ;6450-EAG-3;AVPW,Z;0.557333333;handelingsperspectief_score2008-2014;0.17;
OvWa_6460-EAG-1_Breukele;Overige waterflora-kwaliteit ;6460-EAG-1;BreukelN;0.521;handelingsperspectief_score2008-2014;0;
NL11_OvWa_6460-EAG-1_Breukele;Overige waterflora-kwaliteit ;6460-EAG-1;BreukelN;0.518333333;handelingsperspectief_score2008-2014;0;
OvWa_6460-EAG-2_Breukele;Overige waterflora-kwaliteit ;6460-EAG-2;BreukelN,lnd;0.199666667;handelingsperspectief_score2008-2014;0;
NL11_OvWa_6460-EAG-2_Breukele;Overige waterflora-kwaliteit ;6460-EAG-2;BreukelN,lnd;0.20475;handelingsperspectief_score2008-2014;0;
OvWa_6480-EAG-1_Hoeker-_;Overige waterflora-kwaliteit ;6480-EAG-1;HGPbmlgbd;0.693;handelingsperspectief_score2008-2014;0.2;
NL11_OvWa_6480-EAG-1_Hoeker-_;Overige waterflora-kwaliteit ;6480-EAG-1;HGPbmlgbd;0.692804348;handelingsperspectief_score2008-2014;0.2;
OvWa_6480-EAG-2_Hoeker-_;Overige waterflora-kwaliteit ;6480-EAG-2;HGPN;0.6605;handelingsperspectief_score2008-2014;0.2;
NL11_OvWa_6480-EAG-2_Hoeker-_;Overige waterflora-kwaliteit ;6480-EAG-2;HGPN;0.602666667;handelingsperspectief_score2008-2014;0.2;
OvWa_6480-EAG-3_Hoeker-_;Overige waterflora-kwaliteit ;6480-EAG-3;HGPO;0.614;handelingsperspectief_score2008-2014;0.2;
NL11_OvWa_6480-EAG-3_Hoeker-_;Overige waterflora-kwaliteit ;6480-EAG-3;HGPO;0.612565217;handelingsperspectief_score2008-2014;0.2;
OvWa_6490-EAG-1_Aetsveld;Overige waterflora-kwaliteit ;6490-EAG-1;AVPWDriemond;;;;
NL11_OvWa_6490-EAG-1_Aetsveld;Overige waterflora-kwaliteit ;6490-EAG-1;AVPWDriemond;;;;
OvWa_6530-EAG-1_Bloemend;Overige waterflora-kwaliteit ;6530-EAG-1;BlmdPGMsPO,bemal;;;;
NL11_OvWa_6530-EAG-1_Bloemend;Overige waterflora-kwaliteit ;6530-EAG-1;BlmdPGMsPO,bemal;;;;
OvWa_6530-EAG-2_Bloemend;Overige waterflora-kwaliteit ;6530-EAG-2;BGmsO,LgsVecht;;;;
NL11_OvWa_6530-EAG-2_Bloemend;Overige waterflora-kwaliteit ;6530-EAG-2;BGmsO,LgsVecht;;;;
OvWa_6540-EAG-1_Aetsveld;Overige waterflora-kwaliteit ;6540-EAG-1;AVPO,bemal;0.751833333;handelingsperspectief_score2008-2014;0.155;
NL11_OvWa_6540-EAG-1_Aetsveld;Overige waterflora-kwaliteit ;6540-EAG-1;AVPO,bemal;0.753591549;handelingsperspectief_score2008-2014;0.155;
OvWa_6540-EAG-2_Aetsveld;Overige waterflora-kwaliteit ;6540-EAG-2;AVPO,blokbemaling;0.788;handelingsperspectief_score2008-2014;0.155;
NL11_OvWa_6540-EAG-2_Aetsveld;Overige waterflora-kwaliteit ;6540-EAG-2;AVPO,blokbemaling;0.799117647;handelingsperspectief_score2008-2014;0.155;
OvWa_6540-EAG-3_Aetsveld;Overige waterflora-kwaliteit ;6540-EAG-3;AVPO,stdlijkWsp;0.51925;handelingsperspectief_score2008-2014;0.155;
NL11_OvWa_6540-EAG-3_Aetsveld;Overige waterflora-kwaliteit ;6540-EAG-3;AVPO,stdlijkWsp;0.49625;handelingsperspectief_score2008-2014;0.155;
OvWa_6550-EAG-1_Polder_N;Overige waterflora-kwaliteit ;6550-EAG-1;PNijrode,lndGbd;0.4425;handelingsperspectief_score2008-2014;0.04;
NL11_OvWa_6550-EAG-1_Polder_N;Overige waterflora-kwaliteit ;6550-EAG-1;PNijrode,lndGbd;0.452346939;handelingsperspectief_score2008-2014;0.04;
OvWa_6550-EAG-2_Polder_N;Overige waterflora-kwaliteit ;6550-EAG-2;PNijrode,Kstsportveld;0.3145;handelingsperspectief_score2008-2014;0.04;
NL11_OvWa_6550-EAG-2_Polder_N;Overige waterflora-kwaliteit ;6550-EAG-2;PNijrode,Kstsportveld;0.314;handelingsperspectief_score2008-2014;0.04;
OvWa_6550-EAG-3_Polder_N;Overige waterflora-kwaliteit ;6550-EAG-3;PNijrode,Stdlk;0.295666667;handelingsperspectief_score2008-2014;0.04;
NL11_OvWa_6550-EAG-3_Polder_N;Overige waterflora-kwaliteit ;6550-EAG-3;PNijrode,Stdlk;0.29625;handelingsperspectief_score2008-2014;0.04;
OvWa_6570-EAG-1_Polder_B;Overige waterflora-kwaliteit ;6570-EAG-1;PBroeckland;;;;
NL11_OvWa_6570-EAG-1_Polder_B;Overige waterflora-kwaliteit ;6570-EAG-1;PBroeckland;;;;
NL11_OvWa_6590-EAG-1_Rijnkade;Overige waterflora-kwaliteit ;6590_EAG-1;;;;;
OvWa_6590-EAG-1_Rijnkade;Overige waterflora-kwaliteit ;6590-EAG-1;Rijnkade,Rijnkade;;;;
OvWa_7010-EAG-1_De_Goois;Overige waterflora-kwaliteit ;7010-EAG-1;GZK;0.4205;handelingsperspectief_score2008-2014;0.075;
NL11_OvWa_7010-EAG-1_De_Goois;Overige waterflora-kwaliteit ;7010-EAG-1;GZK;0.421137931;handelingsperspectief_score2008-2014;0.075;
