GeoObject.code;HoortBijGeoobject.identificatie;GHPR;gebied;Gbdafk;Doel;bronddoel;HandelingsperspectiefWBP;Doel_2022;brondoel_2022;Doel_2022_v2;brondoel_2022_v2
NL11_3_4;NL11_Vinkeveenseplassen;Fytoplankton-kwaliteit  ;2500-EAG-5;GWV,Nplas;0.6;KRW_2021;;0.74;KRW_2027;0.74;KRW_2027
NL11_3_4;NL11_Vinkeveenseplassen;Macrofauna-kwaliteit ;2500-EAG-5;GWV,Nplas;0.522;KRW_2021;;0.63;KRW_2027;0.63;KRW_2027
NL11_3_4;NL11_Vinkeveenseplassen;Vis-kwaliteit ;2500-EAG-5;GWV,Nplas;0.501;KRW_2021;;0.66;KRW_2027;0.66;KRW_2027
NL11_3_4;NL11_Vinkeveenseplassen;Overige waterflora-kwaliteit;2500-EAG-5;GWV,Nplas;0.54;KRW_2021;;0.61;KRW_2027;0.61;KRW_2027
NL11_3_6;NL11_Spiegelplas;Fytoplankton-kwaliteit  ;3200-EAG-1;Spiegelplas;0.6;KRW_2021;;0.79;KRW_2027;0.79;KRW_2027
NL11_3_6;NL11_Spiegelplas;Macrofauna-kwaliteit ;3200-EAG-1;Spiegelplas;0.6;KRW_2021;;0.69;KRW_2027;0.69;KRW_2027
NL11_3_6;NL11_Spiegelplas;Vis-kwaliteit ;3200-EAG-1;Spiegelplas;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_3_6;NL11_Spiegelplas;Overige waterflora-kwaliteit;3200-EAG-1;Spiegelplas;0.551;KRW_2021;;0.63;KRW_2027;0.63;KRW_2027
NL11_3_7;NL11_WijdeBlik;Fytoplankton-kwaliteit  ;3230-EAG-2;PKH,WijdeBlik;0.6;KRW_2021;;0.42;KRW_2027;0.42;KRW_2027
NL11_3_7;NL11_WijdeBlik;Macrofauna-kwaliteit ;3230-EAG-2;PKH,WijdeBlik;0.5;KRW_2021;;0.55;KRW_2027;0.55;KRW_2027
NL11_3_7;NL11_WijdeBlik;Vis-kwaliteit ;3230-EAG-2;PKH,WijdeBlik;0.512;KRW_2021;;0.7;KRW_2027;0.7;KRW_2027
NL11_3_7;NL11_WijdeBlik;Overige waterflora-kwaliteit;3230-EAG-2;PKH,WijdeBlik;0.536;KRW_2021;;0.64;KRW_2027;0.64;KRW_2027
NL11_3_8;NL11_GroteMaarsseveensep;Fytoplankton-kwaliteit  ;3360-EAG-11;GrMrsvnsPlas;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_3_8;NL11_GroteMaarsseveensep;Macrofauna-kwaliteit ;3360-EAG-11;GrMrsvnsPlas;0.532;KRW_2021;;0.46;KRW_2027;0.46;KRW_2027
NL11_3_8;NL11_GroteMaarsseveensep;Vis-kwaliteit ;3360-EAG-11;GrMrsvnsPlas;0.6;KRW_2021;;0.61;KRW_2027;0.61;KRW_2027
NL11_3_8;NL11_GroteMaarsseveensep;Overige waterflora-kwaliteit;3360-EAG-11;GrMrsvnsPlas;0.535;KRW_2021;;0.49;KRW_2027;0.49;KRW_2027
NL11_3_9;NL11_Waterleidingplas;Fytoplankton-kwaliteit  ;3310-EAG-2;Waterleidingplas;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_3_9;NL11_Waterleidingplas;Macrofauna-kwaliteit ;3310-EAG-2;Waterleidingplas;0.5;KRW_2021;;0.63;KRW_2027;0.63;KRW_2027
NL11_3_9;NL11_Waterleidingplas;Vis-kwaliteit ;3310-EAG-2;Waterleidingplas;0.556;KRW_2021;;0.62;KRW_2027;0.62;KRW_2027
NL11_3_9;NL11_Waterleidingplas;Overige waterflora-kwaliteit;3310-EAG-2;Waterleidingplas;0.53;KRW_2021;;0.59;KRW_2027;0.59;KRW_2027
NL11_4_1;NL11_Naardermeer;Fytoplankton-kwaliteit  ;3100-EAG-1;NdrmrSpookgat;0.6;KRW_2021;;0.69;KRW_2027;0.69;KRW_2027
NL11_4_1;NL11_Naardermeer;Macrofauna-kwaliteit ;3100-EAG-1;NdrmrSpookgat;0.6;KRW_2021;;0.61;KRW_2027;0.61;KRW_2027
NL11_4_1;NL11_Naardermeer;Vis-kwaliteit ;3100-EAG-1;NdrmrSpookgat;0.6;KRW_2021;;0.6;KRW_2027;0.6;KRW_2027
NL11_4_1;NL11_Naardermeer;Overige waterflora-kwaliteit;3100-EAG-1;NdrmrSpookgat;0.6;KRW_2021;;0.71;KRW_2027;0.71;KRW_2027
NL11_4_1;NL11_Naardermeer;Fytoplankton-kwaliteit  ;3100-EAG-2;NdrmrGrMeerN;0.6;KRW_2021;;0.69;KRW_2027;0.69;KRW_2027
NL11_4_1;NL11_Naardermeer;Macrofauna-kwaliteit ;3100-EAG-2;NdrmrGrMeerN;0.6;KRW_2021;;0.61;KRW_2027;0.61;KRW_2027
NL11_4_1;NL11_Naardermeer;Vis-kwaliteit ;3100-EAG-2;NdrmrGrMeerN;0.6;KRW_2021;;0.6;KRW_2027;0.6;KRW_2027
NL11_4_1;NL11_Naardermeer;Overige waterflora-kwaliteit;3100-EAG-2;NdrmrGrMeerN;0.6;KRW_2021;;0.71;KRW_2027;0.71;KRW_2027
NL11_4_1;NL11_Naardermeer;Fytoplankton-kwaliteit  ;3100-EAG-3;NdrmrGrMeerZO;0.6;KRW_2021;;0.69;KRW_2027;0.69;KRW_2027
NL11_4_1;NL11_Naardermeer;Macrofauna-kwaliteit ;3100-EAG-3;NdrmrGrMeerZO;0.6;KRW_2021;;0.61;KRW_2027;0.61;KRW_2027
NL11_4_1;NL11_Naardermeer;Vis-kwaliteit ;3100-EAG-3;NdrmrGrMeerZO;0.6;KRW_2021;;0.6;KRW_2027;0.6;KRW_2027
NL11_4_1;NL11_Naardermeer;Overige waterflora-kwaliteit;3100-EAG-3;NdrmrGrMeerZO;0.6;KRW_2021;;0.71;KRW_2027;0.71;KRW_2027
NL11_4_1;NL11_Naardermeer;Fytoplankton-kwaliteit  ;3100-EAG-4;Ndrmr40morg;0.6;KRW_2021;;0.69;KRW_2027;0.69;KRW_2027
NL11_4_1;NL11_Naardermeer;Macrofauna-kwaliteit ;3100-EAG-4;Ndrmr40morg;0.6;KRW_2021;;0.61;KRW_2027;0.61;KRW_2027
NL11_4_1;NL11_Naardermeer;Vis-kwaliteit ;3100-EAG-4;Ndrmr40morg;0.6;KRW_2021;;0.6;KRW_2027;0.6;KRW_2027
NL11_4_1;NL11_Naardermeer;Overige waterflora-kwaliteit;3100-EAG-4;Ndrmr40morg;0.6;KRW_2021;;0.71;KRW_2027;0.71;KRW_2027
NL11_4_1;NL11_Naardermeer;Fytoplankton-kwaliteit  ;3100-EAG-5;NdrmrBvnsteBlik;0.6;KRW_2021;;0.69;KRW_2027;0.69;KRW_2027
NL11_4_1;NL11_Naardermeer;Macrofauna-kwaliteit ;3100-EAG-5;NdrmrBvnsteBlik;0.6;KRW_2021;;0.61;KRW_2027;0.61;KRW_2027
NL11_4_1;NL11_Naardermeer;Vis-kwaliteit ;3100-EAG-5;NdrmrBvnsteBlik;0.6;KRW_2021;;0.6;KRW_2027;0.6;KRW_2027
NL11_4_1;NL11_Naardermeer;Overige waterflora-kwaliteit;3100-EAG-5;NdrmrBvnsteBlik;0.6;KRW_2021;;0.71;KRW_2027;0.71;KRW_2027
NL11_4_1;NL11_Naardermeer;Vis-kwaliteit ;3100-EAG-9;NdrmrKwelgbN;0.6;KRW_2021;;0.6;KRW_2027;0.6;KRW_2027
NL11_4_1;NL11_Naardermeer;Overige waterflora-kwaliteit;3100-EAG-9;NdrmrKwelgbN;0.6;KRW_2021;;0.71;KRW_2027;0.71;KRW_2027
NL11_4_1;NL11_Naardermeer;Fytoplankton-kwaliteit  ;3100-EAG-9;NdrmrKwelgbN;0.6;KRW_2021;;0.69;KRW_2027;0.69;KRW_2027
NL11_4_1;NL11_Naardermeer;Macrofauna-kwaliteit ;3100-EAG-9;NdrmrKwelgbN;0.6;KRW_2021;;0.61;KRW_2027;0.61;KRW_2027
NL11_5_3;NL11_Loenderveenoost;Fytoplankton-kwaliteit  ;3320-EAG-4;LoendervnschePlas;0.6;KRW_2021;;0.62;KRW_2027;0.62;KRW_2027
NL11_5_3;NL11_Loenderveenoost;Macrofauna-kwaliteit ;3320-EAG-4;LoendervnschePlas;0.5;KRW_2021;;0.53;KRW_2027;0.53;KRW_2027
NL11_5_3;NL11_Loenderveenoost;Vis-kwaliteit ;3320-EAG-4;LoendervnschePlas;0.586;KRW_2021;;0.79;KRW_2027;0.79;KRW_2027
NL11_5_3;NL11_Loenderveenoost;Overige waterflora-kwaliteit;3320-EAG-4;LoendervnschePlas;0.506;KRW_2021;;0.39;KRW_2027;0.39;KRW_2027
NL11_5_4;NL11_TerraNova;Fytoplankton-kwaliteit  ;3320-EAG-1;TerraNovalndN;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_5_4;NL11_TerraNova;Macrofauna-kwaliteit ;3320-EAG-1;TerraNovalndN;0.5;KRW_2021;;0.58;KRW_2027;0.58;KRW_2027
NL11_5_4;NL11_TerraNova;Vis-kwaliteit ;3320-EAG-1;TerraNovalndN;0.416;KRW_2021;;0.7;KRW_2027;0.7;KRW_2027
NL11_5_4;NL11_TerraNova;Overige waterflora-kwaliteit;3320-EAG-1;TerraNovalndN;0.551;KRW_2021;;0.58;KRW_2027;0.58;KRW_2027
NL11_5_4;NL11_TerraNova;Fytoplankton-kwaliteit  ;3320-EAG-2;TerraNova;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_5_4;NL11_TerraNova;Macrofauna-kwaliteit ;3320-EAG-2;TerraNova;0.5;KRW_2021;;0.58;KRW_2027;0.58;KRW_2027
NL11_5_4;NL11_TerraNova;Vis-kwaliteit ;3320-EAG-2;TerraNova;0.416;KRW_2021;;0.7;KRW_2027;0.7;KRW_2027
NL11_5_4;NL11_TerraNova;Overige waterflora-kwaliteit;3320-EAG-2;TerraNova;0.551;KRW_2021;;0.58;KRW_2027;0.58;KRW_2027
NL11_5_5;NL11_LoosdrechtsePlas1tm5;Fytoplankton-kwaliteit  ;3300-EAG-1;LoosdrechtschePlas;0.6;KRW_2021;;0.47;KRW_2027;0.47;KRW_2027
NL11_5_5;NL11_LoosdrechtsePlas1tm5;Macrofauna-kwaliteit ;3300-EAG-1;LoosdrechtschePlas;0.588;KRW_2021;;0.52;KRW_2027;0.52;KRW_2027
NL11_5_5;NL11_LoosdrechtsePlas1tm5;Vis-kwaliteit ;3300-EAG-1;LoosdrechtschePlas;0.548;KRW_2021;;0.62;KRW_2027;0.62;KRW_2027
NL11_5_5;NL11_LoosdrechtsePlas1tm5;Overige waterflora-kwaliteit;3300-EAG-1;LoosdrechtschePlas;0.551;KRW_2021;;0.41;KRW_2027;0.41;KRW_2027
NL11_5_6;NL11_Kievitsbuurt;Fytoplankton-kwaliteit  ;3300-EAG-3;KievitsbuurtN;0.6;KRW_2021;;0.49;KRW_2027;0.49;KRW_2027
NL11_5_6;NL11_Kievitsbuurt;Macrofauna-kwaliteit ;3300-EAG-3;KievitsbuurtN;0.588;KRW_2021;;0.54;KRW_2027;0.54;KRW_2027
NL11_5_6;NL11_Kievitsbuurt;Vis-kwaliteit ;3300-EAG-3;KievitsbuurtN;0.548;KRW_2021;;0.75;KRW_2027;0.75;KRW_2027
NL11_5_6;NL11_Kievitsbuurt;Overige waterflora-kwaliteit;3300-EAG-3;KievitsbuurtN;0.551;KRW_2021;;0.42;KRW_2027;0.42;KRW_2027
NL11_5_6;NL11_Kievitsbuurt;Fytoplankton-kwaliteit  ;3300-EAG-4;KievitsbuurtZ;0.6;KRW_2021;;0.49;KRW_2027;0.49;KRW_2027
NL11_5_6;NL11_Kievitsbuurt;Macrofauna-kwaliteit ;3300-EAG-4;KievitsbuurtZ;0.588;KRW_2021;;0.54;KRW_2027;0.54;KRW_2027
NL11_5_6;NL11_Kievitsbuurt;Vis-kwaliteit ;3300-EAG-4;KievitsbuurtZ;0.548;KRW_2021;;0.75;KRW_2027;0.75;KRW_2027
NL11_5_6;NL11_Kievitsbuurt;Overige waterflora-kwaliteit;3300-EAG-4;KievitsbuurtZ;0.551;KRW_2021;;0.42;KRW_2027;0.42;KRW_2027
NL11_5_7;NL11_BreukeleveenschePlas;Fytoplankton-kwaliteit  ;3300-EAG-5;BreukelevnschePlas;0.6;KRW_2021;;0.54;KRW_2027;0.54;KRW_2027
NL11_5_7;NL11_BreukeleveenschePlas;Macrofauna-kwaliteit ;3300-EAG-5;BreukelevnschePlas;0.588;KRW_2021;;0.5;KRW_2027;0.5;KRW_2027
NL11_5_7;NL11_BreukeleveenschePlas;Vis-kwaliteit ;3300-EAG-5;BreukelevnschePlas;0.548;KRW_2021;;0.47;KRW_2027;0.47;KRW_2027
NL11_5_7;NL11_BreukeleveenschePlas;Overige waterflora-kwaliteit;3300-EAG-5;BreukelevnschePlas;0.551;KRW_2021;;0.41;KRW_2027;0.41;KRW_2027
NL11_5_8;NL11_TienhovensePlassen;Fytoplankton-kwaliteit  ;3300-EAG-6;TihovschePlassN;0.6;KRW_2021;;0.74;KRW_2027;0.74;KRW_2027
NL11_5_8;NL11_TienhovensePlassen;Macrofauna-kwaliteit ;3300-EAG-6;TihovschePlassN;0.588;KRW_2021;;0.66;KRW_2027;0.66;KRW_2027
NL11_5_8;NL11_TienhovensePlassen;Vis-kwaliteit ;3300-EAG-6;TihovschePlassN;0.548;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_5_8;NL11_TienhovensePlassen;Overige waterflora-kwaliteit;3300-EAG-6;TihovschePlassN;0.551;KRW_2021;;0.55;KRW_2027;0.55;KRW_2027
NL11_5_8;NL11_TienhovensePlassen;Fytoplankton-kwaliteit  ;3300-EAG-7;TihovschePlassZ;0.6;KRW_2021;;0.74;KRW_2027;0.74;KRW_2027
NL11_5_8;NL11_TienhovensePlassen;Macrofauna-kwaliteit ;3300-EAG-7;TihovschePlassZ;0.588;KRW_2021;;0.66;KRW_2027;0.66;KRW_2027
NL11_5_8;NL11_TienhovensePlassen;Vis-kwaliteit ;3300-EAG-7;TihovschePlassZ;0.548;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_5_8;NL11_TienhovensePlassen;Overige waterflora-kwaliteit;3300-EAG-7;TihovschePlassZ;0.551;KRW_2021;;0.55;KRW_2027;0.55;KRW_2027
NL11_5_9;NL11_Vuntus;Fytoplankton-kwaliteit  ;3300-EAG-8;Vuntus;0.6;KRW_2021;;0.58;KRW_2027;0.58;KRW_2027
NL11_5_9;NL11_Vuntus;Macrofauna-kwaliteit ;3300-EAG-8;Vuntus;0.588;KRW_2021;;0.64;KRW_2027;0.64;KRW_2027
NL11_5_9;NL11_Vuntus;Vis-kwaliteit ;3300-EAG-8;Vuntus;0.548;KRW_2021;;0.53;KRW_2027;0.53;KRW_2027
NL11_5_9;NL11_Vuntus;Overige waterflora-kwaliteit;3300-EAG-8;Vuntus;0.551;KRW_2021;;0.43;KRW_2027;0.43;KRW_2027
NL11_6_1;NL11_Sterenzodden;Fytoplankton-kwaliteit  ;3300-EAG-13;;0.6;KRW_2021;;0.38;KRW_2027;0.38;KRW_2027
NL11_6_1;NL11_Sterenzodden;Macrofauna-kwaliteit ;3300-EAG-13;;0.6;KRW_2021;;0.64;KRW_2027;0.64;KRW_2027
NL11_6_1;NL11_Sterenzodden;Vis-kwaliteit ;3300-EAG-13;;0.6;KRW_2021;;0.69;KRW_2027;0.69;KRW_2027
NL11_6_1;NL11_Sterenzodden;Overige waterflora-kwaliteit;3300-EAG-13;;0.550833;KRW_2021;;0.49;KRW_2027;0.49;KRW_2027
NL11_6_1;NL11_Sterenzodden;Fytoplankton-kwaliteit  ;3300-EAG-14;;0.6;KRW_2021;;0.38;KRW_2027;0.38;KRW_2027
NL11_6_1;NL11_Sterenzodden;Macrofauna-kwaliteit ;3300-EAG-14;;0.6;KRW_2021;;0.64;KRW_2027;0.64;KRW_2027
NL11_6_1;NL11_Sterenzodden;Vis-kwaliteit ;3300-EAG-14;;0.6;KRW_2021;;0.69;KRW_2027;0.69;KRW_2027
NL11_6_1;NL11_Sterenzodden;Overige waterflora-kwaliteit;3300-EAG-14;;0.550833;KRW_2021;;0.49;KRW_2027;0.49;KRW_2027
NL11_6_1;NL11_Sterenzodden;Fytoplankton-kwaliteit  ;3300-EAG-15;;0.6;KRW_2021;;0.38;KRW_2027;0.38;KRW_2027
NL11_6_1;NL11_Sterenzodden;Macrofauna-kwaliteit ;3300-EAG-15;;0.6;KRW_2021;;0.64;KRW_2027;0.64;KRW_2027
NL11_6_1;NL11_Sterenzodden;Vis-kwaliteit ;3300-EAG-15;;0.6;KRW_2021;;0.69;KRW_2027;0.69;KRW_2027
NL11_6_1;NL11_Sterenzodden;Overige waterflora-kwaliteit;3300-EAG-15;;0.550833;KRW_2021;;0.49;KRW_2027;0.49;KRW_2027
NL11_6_1;NL11_Sterenzodden;Fytoplankton-kwaliteit  ;3300-EAG-16;;0.6;KRW_2021;;0.38;KRW_2027;0.38;KRW_2027
NL11_6_1;NL11_Sterenzodden;Macrofauna-kwaliteit ;3300-EAG-16;;0.6;KRW_2021;;0.64;KRW_2027;0.64;KRW_2027
NL11_6_1;NL11_Sterenzodden;Vis-kwaliteit ;3300-EAG-16;;0.6;KRW_2021;;0.69;KRW_2027;0.69;KRW_2027
NL11_6_1;NL11_Sterenzodden;Overige waterflora-kwaliteit;3300-EAG-16;;0.550833;KRW_2021;;0.49;KRW_2027;0.49;KRW_2027
NL11_6_1;NL11_Sterenzodden;Fytoplankton-kwaliteit  ;3300-EAG-9;KrommeRade;0.6;KRW_2021;;0.38;KRW_2027;0.38;KRW_2027
NL11_6_1;NL11_Sterenzodden;Macrofauna-kwaliteit ;3300-EAG-9;KrommeRade;0.6;KRW_2021;;0.64;KRW_2027;0.64;KRW_2027
NL11_6_1;NL11_Sterenzodden;Vis-kwaliteit ;3300-EAG-9;KrommeRade;0.6;KRW_2021;;0.69;KRW_2027;0.69;KRW_2027
NL11_6_1;NL11_Sterenzodden;Overige waterflora-kwaliteit;3300-EAG-9;KrommeRade;0.551;KRW_2021;;0.49;KRW_2027;0.49;KRW_2027
NL11_6_10;NL11_MaarsseveenseZoddenenomgeving;Fytoplankton-kwaliteit  ;3360-EAG-10;PMWBMrsvnsZodd;0.6;KRW_2021;;0.61;KRW_2027;0.61;KRW_2027
NL11_6_10;NL11_MaarsseveenseZoddenenomgeving;Macrofauna-kwaliteit ;3360-EAG-10;PMWBMrsvnsZodd;0.6;KRW_2021;;0.65;KRW_2027;0.65;KRW_2027
NL11_6_10;NL11_MaarsseveenseZoddenenomgeving;Vis-kwaliteit ;3360-EAG-10;PMWBMrsvnsZodd;0.6;KRW_2021;;0.77;KRW_2027;0.77;KRW_2027
NL11_6_10;NL11_MaarsseveenseZoddenenomgeving;Overige waterflora-kwaliteit;3360-EAG-10;PMWBMrsvnsZodd;0.543;KRW_2021;;0.44;KRW_2027;0.44;KRW_2027
NL11_6_10;NL11_MaarsseveenseZoddenenomgeving;Fytoplankton-kwaliteit  ;3360-EAG-13;PMWBKleinMolP;0.6;KRW_2021;;0.61;KRW_2027;0.61;KRW_2027
NL11_6_10;NL11_MaarsseveenseZoddenenomgeving;Macrofauna-kwaliteit ;3360-EAG-13;PMWBKleinMolP;0.6;KRW_2021;;0.65;KRW_2027;0.65;KRW_2027
NL11_6_10;NL11_MaarsseveenseZoddenenomgeving;Vis-kwaliteit ;3360-EAG-13;PMWBKleinMolP;0.6;KRW_2021;;0.77;KRW_2027;0.77;KRW_2027
NL11_6_10;NL11_MaarsseveenseZoddenenomgeving;Overige waterflora-kwaliteit;3360-EAG-13;PMWBKleinMolP;0.543;KRW_2021;;0.44;KRW_2027;0.44;KRW_2027
NL11_6_10;NL11_MaarsseveenseZoddenenomgeving;Fytoplankton-kwaliteit  ;3360-EAG-14;PMWBTrtpntZodd;0.6;KRW_2021;;0.61;KRW_2027;0.61;KRW_2027
NL11_6_10;NL11_MaarsseveenseZoddenenomgeving;Macrofauna-kwaliteit ;3360-EAG-14;PMWBTrtpntZodd;0.6;KRW_2021;;0.65;KRW_2027;0.65;KRW_2027
NL11_6_10;NL11_MaarsseveenseZoddenenomgeving;Vis-kwaliteit ;3360-EAG-14;PMWBTrtpntZodd;0.6;KRW_2021;;0.77;KRW_2027;0.77;KRW_2027
NL11_6_10;NL11_MaarsseveenseZoddenenomgeving;Overige waterflora-kwaliteit;3360-EAG-14;PMWBTrtpntZodd;0.543;KRW_2021;;0.44;KRW_2027;0.44;KRW_2027
NL11_6_11;NL11_MolenpolderenWestbroek;Fytoplankton-kwaliteit  ;3360-EAG-16;PMWMolPNtr;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_6_11;NL11_MolenpolderenWestbroek;Macrofauna-kwaliteit ;3360-EAG-16;PMWMolPNtr;0.6;KRW_2021;;0.6;KRW_2027;0.6;KRW_2027
NL11_6_11;NL11_MolenpolderenWestbroek;Vis-kwaliteit ;3360-EAG-16;PMWMolPNtr;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_6_11;NL11_MolenpolderenWestbroek;Overige waterflora-kwaliteit;3360-EAG-16;PMWMolPNtr;0.543;KRW_2021;;0.45;KRW_2027;0.45;KRW_2027
NL11_6_11;NL11_MolenpolderenWestbroek;Fytoplankton-kwaliteit  ;3360-EAG-17;PMWBWbroekseZodd;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_6_11;NL11_MolenpolderenWestbroek;Macrofauna-kwaliteit ;3360-EAG-17;PMWBWbroekseZodd;0.6;KRW_2021;;0.6;KRW_2027;0.6;KRW_2027
NL11_6_11;NL11_MolenpolderenWestbroek;Vis-kwaliteit ;3360-EAG-17;PMWBWbroekseZodd;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_6_11;NL11_MolenpolderenWestbroek;Overige waterflora-kwaliteit;3360-EAG-17;PMWBWbroekseZodd;0.543;KRW_2021;;0.45;KRW_2027;0.45;KRW_2027
NL11_6_2;NL11_HollandsAnkeveen;Fytoplankton-kwaliteit  ;4210-EAG-1;HAPbemal;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_6_2;NL11_HollandsAnkeveen;Macrofauna-kwaliteit ;4210-EAG-1;HAPbemal;0.6;KRW_2021;;0.57;KRW_2027;0.57;KRW_2027
NL11_6_2;NL11_HollandsAnkeveen;Vis-kwaliteit ;4210-EAG-1;HAPbemal;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_6_2;NL11_HollandsAnkeveen;Overige waterflora-kwaliteit;4210-EAG-1;HAPbemal;0.551;KRW_2021;;0.76;KRW_2027;0.76;KRW_2027
NL11_6_2;NL11_HollandsAnkeveen;Fytoplankton-kwaliteit  ;4210-EAG-2;HAPN;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_6_2;NL11_HollandsAnkeveen;Macrofauna-kwaliteit ;4210-EAG-2;HAPN;0.6;KRW_2021;;0.57;KRW_2027;0.57;KRW_2027
NL11_6_2;NL11_HollandsAnkeveen;Vis-kwaliteit ;4210-EAG-2;HAPN;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_6_2;NL11_HollandsAnkeveen;Overige waterflora-kwaliteit;4210-EAG-2;HAPN;0.551;KRW_2021;;0.76;KRW_2027;0.76;KRW_2027
NL11_6_2;NL11_HollandsAnkeveen;Fytoplankton-kwaliteit  ;4210-EAG-3;HAPZ;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_6_2;NL11_HollandsAnkeveen;Macrofauna-kwaliteit ;4210-EAG-3;HAPZ;0.6;KRW_2021;;0.57;KRW_2027;0.57;KRW_2027
NL11_6_2;NL11_HollandsAnkeveen;Vis-kwaliteit ;4210-EAG-3;HAPZ;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_6_2;NL11_HollandsAnkeveen;Overige waterflora-kwaliteit;4210-EAG-3;HAPZ;0.551;KRW_2021;;0.76;KRW_2027;0.76;KRW_2027
NL11_6_2;NL11_HollandsAnkeveen;Fytoplankton-kwaliteit  ;4210-EAG-5;HAPO;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_6_2;NL11_HollandsAnkeveen;Macrofauna-kwaliteit ;4210-EAG-5;HAPO;0.6;KRW_2021;;0.57;KRW_2027;0.57;KRW_2027
NL11_6_2;NL11_HollandsAnkeveen;Vis-kwaliteit ;4210-EAG-5;HAPO;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_6_2;NL11_HollandsAnkeveen;Overige waterflora-kwaliteit;4210-EAG-5;HAPO;0.551;KRW_2021;;0.76;KRW_2027;0.76;KRW_2027
NL11_6_3;NL11_StichtsAnkeveen;Fytoplankton-kwaliteit  ;3201-EAG-1;SAPN;0.6;KRW_2021;;0.68;KRW_2027;0.68;KRW_2027
NL11_6_3;NL11_StichtsAnkeveen;Macrofauna-kwaliteit ;3201-EAG-1;SAPN;0.6;KRW_2021;;0.62;KRW_2027;0.62;KRW_2027
NL11_6_3;NL11_StichtsAnkeveen;Vis-kwaliteit ;3201-EAG-1;SAPN;0.6;KRW_2021;;0.68;KRW_2027;0.68;KRW_2027
NL11_6_3;NL11_StichtsAnkeveen;Overige waterflora-kwaliteit;3201-EAG-1;SAPN;0.551;KRW_2021;;0.61;KRW_2027;0.61;KRW_2027
NL11_6_3;NL11_StichtsAnkeveen;Fytoplankton-kwaliteit  ;3201-EAG-2;SAPZ;0.6;KRW_2021;;0.68;KRW_2027;0.68;KRW_2027
NL11_6_3;NL11_StichtsAnkeveen;Macrofauna-kwaliteit ;3201-EAG-2;SAPZ;0.6;KRW_2021;;0.62;KRW_2027;0.62;KRW_2027
NL11_6_3;NL11_StichtsAnkeveen;Overige waterflora-kwaliteit;3201-EAG-2;SAPZ;0.551;KRW_2021;;0.61;KRW_2027;0.61;KRW_2027
NL11_6_3;NL11_StichtsAnkeveen;Vis-kwaliteit ;3201-EAG-2;SAPZ;0.6;KRW_2021;;0.68;KRW_2027;0.68;KRW_2027
NL11_6_6;NL11_HetHol;Fytoplankton-kwaliteit  ;3230-EAG-1;PKH,Hol;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_6_6;NL11_HetHol;Macrofauna-kwaliteit ;3230-EAG-1;PKH,Hol;0.6;KRW_2021;;0.62;KRW_2027;0.62;KRW_2027
NL11_6_6;NL11_HetHol;Vis-kwaliteit ;3230-EAG-1;PKH,Hol;0.6;KRW_2021;;0.8;KRW_2027;0.8;KRW_2027
NL11_6_6;NL11_HetHol;Overige waterflora-kwaliteit;3230-EAG-1;PKH,Hol;0.551;KRW_2021;;0.4;KRW_2027;0.4;KRW_2027
NL11_6_7;NL11_WijdeGat;Fytoplankton-kwaliteit  ;3230-EAG-3;PKhf,WijdeGat;0.6;KRW_2021;;0.55;KRW_2027;0.55;KRW_2027
NL11_6_7;NL11_WijdeGat;Macrofauna-kwaliteit ;3230-EAG-3;PKhf,WijdeGat;0.6;KRW_2021;;0.52;KRW_2027;0.52;KRW_2027
NL11_6_7;NL11_WijdeGat;Vis-kwaliteit ;3230-EAG-3;PKhf,WijdeGat;0.6;KRW_2021;;0.57;KRW_2027;0.57;KRW_2027
NL11_6_7;NL11_WijdeGat;Overige waterflora-kwaliteit;3230-EAG-3;PKhf,WijdeGat;0.551;KRW_2021;;0.43;KRW_2027;0.43;KRW_2027
NL11_6_8;NL11_HilversumsKanaal;Fytoplankton-kwaliteit  ;3230-EAG-5;HilvKanplas/dras;0.6;KRW_2021;;0.48;KRW_2027;0.48;KRW_2027
NL11_6_8;NL11_HilversumsKanaal;Macrofauna-kwaliteit ;3230-EAG-5;HilvKanplas/dras;0.6;KRW_2021;;0.54;KRW_2027;0.54;KRW_2027
